"siteID","sitename","lat","lon","datasetID","acc","thickness","description"
1979,"Reidel Lake",46.211944,-95.284167,2053,20,15,"Kettle lake in Parkers Prairie sandplain. Physiography: outwash plain, local relief 6 m. Surrounding vegetation: oak woodland."
1987,"Chesapeake Bay, Rhode River",38.886389,-76.394722,2061,5,5,"Estuary. Physiography: coastal plain. Surrounding vegetation: not applicable."
1989,"Rhule Fen",39.953611,-85.741667,2063,20,15,"Fen. Physiography: till plain. Surrounding vegetation: wetland."
1990,"Rice Lake",48.00942,-101.53972,2065,20,20,"Kettle lake. Physiography: rolling end moraine. Surrounding vegetation: agricultural, western wheatgrass prairie."
1991,"Rice Lake",46.922222,-95.575,2066,20,20,"Kettle lake. Physiography: Alexandria Moraine complex, rolling."
1991,"Rice Lake",46.922222,-95.575,3568,50,20,"Kettle lake. Physiography: Alexandria Moraine complex, rolling."
2191,"Lac des Roches Moutonnées",56.766667,-64.816667,2267,50,20,NA
2194,"Rogers Lake",41.3525,-72.29915,2270,50,5,"Two basin lake. Physiography: irregular topography. Surrounding vegetation: oak, maple, hickory, birch, ash."
2211,"Rosebud",43.229167,-100.848611,2288,20,5,"Interdunal depression. Physiography: Nebraska Sandhills. Surrounding vegetation: grassland."
2225,"Lake RS36",72.583333,-95.066667,2303,50,5,"Lake. Physiography: Somerset Island. Surrounding vegetation: dwarf shrub tundra."
2231,"Ruby Lake",45.283333,-91.458333,2309,5,20,"Lake with forested slopes. Physiography: end moraine. Surrounding vegetation: Alnus rugosa, Quercus, Betula."
2235,"Rutz Lake",44.87083,-93.858975,2314,5,20,"Kettle lake. Physiography: gently rolling moraine (Des Moines Lobe). Surrounding vegetation: agricultural."
2239,"Ryerse Lake",46.131944,-85.179167,2318,50,5,NA
2240,"Lac au Sable",51.4,-66.216667,2319,50,10,"Moderate relief, stream-fed lake. Physiography: Laurentide Massif. Surrounding vegetation: black spruce, balsam fir."
2241,"Sagehen Marsh",37.473889,-108.503889,2320,20,5,"Small marsh. Physiography: Rocky Mountains. Surrounding vegetation: Artemisia/Pinus/Juniperus/Quercus."
2257,"Sandy Cove Pond",54.4,-57.716667,2337,20,5,NA
2258,"San Joaquin Marsh",33.658333,-117.858333,2338,20,20,"Salt marsh. Physiography: coastal. Surrounding vegetation: salt marsh, urban."
2267,"Lake Site South Burin Peninsula",46.919444,-55.6125,2347,50,20,NA
2270,"Screaming Yellowlegs Pond",67.583333,-151.416667,2351,50,10,"Kettle lake. Physiography: mountainous. Surrounding vegetation: black spruce muskeg."
2274,"Seidel",44.45,-87.515556,2355,10,20,"Lake in enclosed hollow. Physiography: ground moraine of the Valders substage. Surrounding vegetation: agricultural/Alnus/Cornus/Betula/Larix."
2293,"Shagawa Lake",47.916667,-91.866667,2375,20,15,"LGLA. Physiography: rolling glacial moriane and bedrock."
2296,"Mont Shefford",45.358889,-72.584722,2378,50,10,"Red maple - Balsam fir Carr. Physiography: central depression on monteregian hill. Surrounding vegetation: Tilio - Aceretum sacchari."
2304,"Silver Lake",41.25182,-74.98612,2386,50,10,"Lake. Physiography: glaciated mountains. Surrounding vegetation: mixed deciduous/coniferous forest."
2312,"Cenote San Jose Chulchaca",20.866667,-90.133333,2396,50,15,"Small Cenote. Physiography: karst plain. Surrounding vegetation: secondary thorn scrub."
2492,"Slough Creek Pond",44.933333,-110.35,2576,50,15,"Kettle lake. Physiography: Lamar River Valley, mountainous. Surrounding vegetation: Pseudotsuga parkland."
2502,"Spirit Lake",46.47,-86.958333,2586,20,15,"Lake with floating mat."
2503,"Splains Gulch",38.832778,-107.068889,2587,20,20,"Sedge peat fen bisected by small stream. Physiography:  small basin in glaciated mountains. Surrounding vegetation: Picea engelmannii-Abies lasiocarpa."
2508,"Spruce Pond",41.23687,-74.1833,2593,20,5,"Small kettle lake. Physiography: Hudson Highlands. Surrounding vegetation Quercus, Betula, Acer, Fagus, and Liriodendron."
2512,"Stages Pond",39.668056,-82.9375,2598,5,20,"Kettle lake with sedge border. Physiography: dead ice moraine. Surrounding vegetation: Salix/Cephalanthus/Carex."
2534,"Tamarack Creek",44.15,-91.45,2624,10,20,NA
2535,"Tangle Lakes",63.029444,-146.063333,2625,10,15,"Small lake. Physiography: Gulkana Upland. Surrounding vegetation: Betula/Ericales/Spirea/Picea/Populus."
2536,"Tannersville Bog",41.033333,-75.266667,15866,20,20,"Poor fen dominated by black spruce (Picea mariana), tamarack (Larix laricina), and an understory of ericaceous shrubs and Sphagnum mosses"
2538,"Williams Street Bog",41.9,-71.066667,2628,50,20,"Bog in kettlehole. Surrounding vegetation: urban."
2540,"Taylor Creek Site 2",25.205556,-80.643889,3782,50,5,"Dwarf Rhizophora/wet prairie. Physiography: coastal plain. Surrounding vegetation: dwarf Rhizophora scrub forest."
2541,"Taylor Lake",46.100556,-123.906667,2631,20,15,"Dune dammed lake. Physiography: Clatsop Plain. Surrounding vegetation: conifers, understory ferns/berries."
2542,"Taylor Slough Site 15",25.201944,-80.687222,2632,10,20,"Cladium marsh with Rhizophora. Physiography: coastal plain. Surrounding vegetation: Cladium marsh."
2543,"Taylor Slough Site 7",25.287222,-80.646389,2633,50,10,"(short) Cladium marsh with Rhizophora. Physiography: coastal plain. Surrounding vegetation: Cladium marsh."
2553,"Tioga Pass Pond",37.908333,-119.258333,2644,50,10,"Kettle pond. Physiography: Sierra Nevada mountains. Surrounding vegetation: Pinus contorta, P. albicaulis."
2555,"Thompson Landing",63.066667,-110.791667,2646,50,20,"Peat cliff on edge of unnamed lake. Physiography: low relief. Surrounding vegetation: tundra."
2578,"Tuskegee Pond",35.584722,-84.210556,2673,5,20,"Pond in scourpool of aban. river channel. Physiography: third terrace above Little Tennessee R.. Surrounding vegetation: agricultural, 2nd growth oak-hickory."
2785,"Twin Lakes",37.469444,-108.1025,2880,20,20,"Depression in headward end of landslide. Physiography: La Plata Mountains. Surrounding vegetation: engelmann spruce/subalpine fir."
2792,"Upper Graven Lake",46.184444,-95.306944,2888,10,10,"Kettle lake in Parkers Prairie sandplain. Physiography: outwash plain, local relief 6 m. Surrounding vegetation: oak woodland."
2805,"Valhalla Hollow",44.308611,-74.370833,2902,50,10,"Small hollow, 9x10 m. Physiography: kettlehole in outwash train. Surrounding vegetation: Pin strobus/Bet pap/Abies bals forest."
2829,"Waubashene Nippissing Transgression Site",44.78,-79.68,2926,5,20,NA
2846,"Water Conservation Area 2A, Site 2 (Site F1)",26.359722,-80.370556,2943,20,20,"Typha marsh. Physiography: coastal plain. Surrounding vegetation: Typha marsh."
2847,"Water Conservation Area 2A, Site 3 (Site U3)",26.2875,-80.411389,2944,20,10,"Cladium marsh. Physiography: coastal plain. Surrounding vegetation: Cladium marsh."
2848,"Water Conservation Area 3A, Site 4 (CA315 (AAS))",25.974,-80.6688,2945,50,5,"Cladium marsh with Nymphaea. Physiography: coastal plain. Surrounding vegetation: Cladium marsh."
2851,"Wentzel's Pond",46.95,-94.95,2948,50,20,"Pond in meltwater channel. Physiography: Park Rapids Outwash Plain. Surrounding vegetation: Pinus banksiana, Quercus macrocarpa."
2855,"White Lily Lake",46.086111,-93.102778,3841,50,20,"Ice block depression, kettle lake. Physiography: McGrath Till Plain, gently rolling."
2862,"Winneconnet Pond",41.966667,-71.116667,2959,50,20,NA
2933,"Wolsfeld Lake",45.005015,-93.57276,3031,50,10,"Kettle lake. Physiography: rolling stagnation moraine. Surrounding vegetation: elm-maple-basswood-oak forest."
2934,"Wolverine Lake",46.429167,-85.661111,3032,50,20,NA
2941,"Woski Pond",37.725,-119.625,3039,10,20,"Cutoff meander of Merced River. Physiography: glacial valley bottom. Surrounding vegetation: Pinus/Calocedrus/Quercus/Alnus/Rubus."
2948,"Yellow Dog Pond",46.75,-87.95,3047,20,15,NA
2954,"Pretty Lake",41.583056,-85.25,3563,50,15,"Kettle lake. Physiography: broad (Dekalb)lowland of moderate relief. Surrounding vegetation: cultivation/Quercus/Carya/Acer/Populus."
2956,"Canyon Lake",46.833333,-87.921389,15682,20,5,NA
2959,"Basswood Road Lake/Splan Pond",45.255556,-67.330556,3058,50,10,"Small steep sided lake. Physiography: broad rolling lowlands, Appalachian Prov. Surrounding vegetation: Betula, Pinus, Abies, Acer, Picea."
2959,"Basswood Road Lake/Splan Pond",45.255556,-67.330556,3775,20,20,"Small steep sided lake. Physiography: broad rolling lowlands, Appalachian Prov. Surrounding vegetation: Betula, Pinus, Abies, Acer, Picea."
3529,"Aino Pond",42.679722,-71.926667,4557,10,15,"Kettle lake. Physiography: central uplands."
3530,"Dead Frog Pond",42.574444,-72.508611,4558,50,5,"Bog. Physiography: sandy outwash. Surrounding vegetation: pitch pine, scrub oak."
5192,"Little Salt Spring",27.075,-82.23333333,17285,50,20,"Karstic sinkhole. Physiography: Buried Tampa limestone. Surrounding vegetation: Sabal palm, red bay, oak, holly, fern."
6505,"Northeast Shark River Slough",25.74642,-80.58386,10967,10,5,"Cladium ridge in Northeast Shark River Slough in the Everglades."
7529,"Little Dollar Lake",46.186,-85.3082,12001,50,10,"Little Dollar Lake lies in a shallow depression in an area of kettle and kame topography. Surrounding vegetation: Northern hardwoods forest dominated by Acer saccharum. Also Betula sp., Fagus grandifolia, Pinus sp., Acer rubrum, Abies balsamea, Tsuga canadensis. Prunus serotina, Pice glauca, and Tilia americana. Among the shrubs and small trees are Acer sp., Lonicera sp., Sorbus americana, and vaccinium sp. In the herb layer are Pteridium aquilinum, Cornus canadensis, Viola sp., Botrychium virginianum, Lycopodium sp., Linnaea borealis. The lake is bordered by a fen."
7548,"Ría Lagartos",21.5661,-88.0865,12023,20,20,"Coastal lagoon. Local vegetation: Metopium brownei, Bursera simaruba, Haematoxylum campechianum, Conocarpus erectus, Plumeria sp., and Bravaisia sp. Physiography: coastal plain. Located 5.4 km from the Gulf of Mexico."
8551,"Sharkey Lake",44.5924,-93.4132,13029,50,15,"Kettle lake. Physiography: stagnation moraine. Surrounding vegetation: oak woodland, agriculture."
8559,"Irwin Smith Bog",45.0265,-83.61,13047,10,5,"Ombrotrophic peatland located near Lake Huron. Surrounding vegetation: Sphagnum mosses, various graminoids (mainly Carex), low-growing ericaceous shrubs (Kalmia polifolia, Chamaedaphne calyculata), and scattered trees (Larix laricina, Picea mariana, Pinus strobus) characterize the hummock-hollow topography of the bog surface. Regional vegetation before 19th century land clearance comprised a mosaic of mixed conifer/hardwood forests, pine forests, and conifer swamps."
8563,"Hoya Rincon de Parangueo",20.43105,-101.249,13055,20,15,"Maar lake in the Valle de Santiago. Lake was almost dry when cored in 2001, but was 50 m deep in 1979. Most of the area is now agricultural, while the uncultivated areas have been effected by grazing, logging, and other forms of human-induced disturbance. The crater does, however, contain a floristically rich remnant of subtropical forest."
8567,"Adeline Lake",46.30235,-91.166,13060,10,20,NA
8572,"Elevenses Lake",46.3815,-91.4935,13069,50,10,NA
8573,"Eska Lake",45.19145,-90.608,13071,20,20,NA
8585,"Horseshoe Lake",38.6867,-90.10375,16254,10,5,"Large oxbow lake. Physiography: American Bottom (floodplain). Surrounding vegetation: mixed farmland/prairie."
8585,"Horseshoe Lake",38.6867,-90.10375,21792,5,20,"Large oxbow lake. Physiography: American Bottom (floodplain). Surrounding vegetation: mixed farmland/prairie."
9588,"Brewster Creek",41.98044,-88.24441,14104,10,20,"Site was a fen, which had been drained, tiled, and cropped since the at least the early 20th century. Since 2003, drain tiles have been removed and fen restoration is in progress."
9688,"Bass Lake",45.19932,-94.878745,14270,5,20,"Prairie type vegetation."
9708,"Linsley Pond",41.317115,-72.784335,14370,5,20,"Kettle lake. Physiography: bedrock escarpment and glacial deposits. Surrounding vegetation: oak, hickory, maple, beech."
9735,"Lake Sallie",46.77186,-95.896225,14403,5,10,"Kettle lake in outwash gravels of the Alexandria Moraine complex."
9738,"Tower Lake",46.542635,-86.037795,14410,20,15,"A small endorheic kettle pond on sandy glacial till. Surrounding second-growth forests are dominated by Acer saccharum, Betula alleghaniensis, Fagus grandifolia, Pinus strobus, and Tsuga canadensis, generally similar in composition to those before 19th century logging."
9738,"Tower Lake",46.542635,-86.037795,14889,20,10,"A small endorheic kettle pond on sandy glacial till. Surrounding second-growth forests are dominated by Acer saccharum, Betula alleghaniensis, Fagus grandifolia, Pinus strobus, and Tsuga canadensis, generally similar in composition to those before 19th century logging."
9768,"Hell Hole Lake",45.786565,-92.21898,14446,20,20,"Kettle lake on glacial outwash plain. Native vegetation: Pinus resinosa, P. banksiana, P. strobus, and Quercus spp."
9795,"Browns Island",38.04217,-121.86795,14491,10,20,"Browns Island is a 2.8 sq km tidal wetland located in the San Francisco Estuary at the confluence of the Sacramento and San Joaquin Rivers. Surrounding Vegetation: Schoenoplectus, Bolboschoenus, Distichlis spicata, Salicornia virginica, Juncus, Triglochin maritima."
9796,"Roe Island",38.0723,-122.032935,14494,5,20,"Tidal marsh located on an island in the San Francisco Estuary. Surrounding vegetation: Distichlis spicata and Salicornia virginica."
9824,"Lily Lake",44.19291,-93.63978,14535,5,20,NA
9826,"Martha Lake",45.141805,-93.73915,14539,50,10,NA
9860,"Norwood",44.709298,-93.926793,19316,50,10,"The site is located on the North bank of a drainage ditch leading to Bevens Creek 6.6 km south of Norwood, Minnesota"
9862,"Bates Marsh",42.342715,-81.84467,14614,5,20,"The study site is located in the marsh surrounding Rondeau Provincial Park. Surrounding vegetation: The wetland vegetation at the study site is dominated by Cephalanthus occidentalis, Salix, Cornus, and Phragmites australis in the drier parts of the marsh. The most important emergent plants are Typha latifolia, T. angustifolia, T. x glauca, and Zizania aquatica, forming large monospecific stands. Aquatic Cyperaceae, Nuphar advena, and Nymphaea odorata are common in the marsh areas with deeper standing water. The major forest trees are Acer saccharum, Fagus grandifolia, Tilia americana, and Fraxinus americana on the ridges, and Acer rubrum, A. saccharinum, Betula alleghaniensis, Fraxinus nigra, and F. pennsylvanica in lower-lying wetter areas. The forest also supports important populations of regionally rare Carolinian tree species, including Carya ovata, Liriodendron tulipifera, and Morus rubra."
9867,"Minnreg",44.693385,-93.3212,14626,5,20,NA
9869,"Amber Lake",43.60715,-94.473645,14631,10,20,"Lake is one of several in a chain of lakes occupying a former glacial meltwater channel or tunnel valley."
9870,"Camp Lake",45.16204,-94.0929,14633,10,10,NA
9871,"Crystal Lake",44.333485,-93.212125,14635,20,5,NA
9872,"Fish Lake",44.229535,-93.665425,14637,5,20,NA
9873,"Fish Lake",44.65162,-93.460155,14639,20,5,NA
9874,"Eagle Lake",44.808755,-93.93439,14641,50,10,NA
9875,"Lake Emily, Northeast Basin",44.313795,-93.914375,14643,20,15,"Core obtained from a side basin in Lake Emily."
9876,"Fuller Lake",45.421695,-94.075455,14645,50,10,NA
9878,"San Luis Lake",37.67773,-105.724665,14650,5,20,"Playa lake subject to drying out. Aeolian landscape with blowout depressions, parabolic dunes, and alkaline flats. Upland vegetation: saline bottom land shrublands, cold desert shrublands, and salt meadows, with Sarcobatus, Salsola, Atriplex, Sueda, Artemisia, and Poaceae."
9891,"Isle au Haut North Hollow",44.0651,-68.6354,14678,50,10,"Small hollow on the north end of Isle au Haut, a flat, mossy hillside seep approximately 5×15 m on a northwest facing slope. Mixed age stand of Picea rubens with scatered Betula, Acer rubrum, and Picea glauca. Understory of Vaccinium angustifolium, Carex, and Sphagnum."
9892,"Isle au Haut South Hollow",44.031825,-68.630365,14680,50,10,"Small mossy depression about 1 m in diameter on a southeast facing shoulder of the ridge, Surrounding vegetation witin 50 m Picea rubens forest, with a stand of Pinus rigida and Vaccinium 35 m to the east. Acer rubrum subdominant in the canopy with scattered Picea glauca and Abies balsamea."
9893,"Roque Island Hollow",44.573075,-67.530695,14682,50,5,"Small hollow with Sphagnum carpet, located on Roque Island in a stand of Picea rubens with occasional Betula papyrifera, Acer rubrum, Ostrya virginiana, and Sorbus americana, with Alnus and Chamaedaphne calyculata in the understory."
9944,"South Bog",44.717555,-67.20294,14797,10,10,"Raised bog. Surrounding vegetation: Grasslands dominated by Calamagrostis canadensis. Patches of Alnus and Salix, occasional mature Picea glauca, and several even-aged stands of Populus tremuloides dot the otherwise homogenous grasslands."
9947,"Burnt Knob Lake",45.706945,-114.9829,14803,50,5,"Late-Pleistocene cirque basin. Physiography: Clearwater mountain range. Surrounding vegetation: Abies bifolia and Pinus albicaulis."
9974,"Baker Lake",45.891725,-114.263205,14884,50,5,"Baker Lake is on the east side of the Bitterroot Range. It is a late-Pleistocene cirque basin. Surrounding vegetation is dominated by Pinus albicaulis and Larix lyallii on dry slopes, and Abies bifolia on wet slopes. Pinus contorta and Picea engelmannii also grow in the watershed. Dominant understory species include Vaccinium scoparium, Vaccinium membranaceum, Xerophyllum tenax, and Phyllodoce empetriformis."
9989,"Pintler Lake",45.840555,-113.439865,14923,50,20,"Pintler Lake is dammed behind a late-Pleistocene end moraine. The montane forest surrounding the lake is dominated by Pinus contorta with Pseudotsuga menziesii and Picea engelmannii as minor components. Dominant understory species include Arctostaphylos uva-ursi, Artemisia tridentata, Linnea borealis, and Ribes."
9990,"Upper Soper Lake",62.91475444,-69.87914,14925,50,20,"Partially isolated embayment of Soper L.. Physiography: Tidal connections to Hudson Strait. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia. Also represented are Salix, Betula nana, and Betula glandulosa. The environment within the protected Soper Valley allows many of the shrubs to reach the stature of small trees."
9991,"Prien Lake",30.19221,-93.27942,14928,20,20,"Drowned river segment which is now an estuary. Surrounding vegetation: Largely pine forest before logging depleted the forests around 1930. Now Cajun Prairie."
9992,"Ogac Lake",62.84546778,-67.34152778,14930,5,20,"Cirque lakelocated in a protected valley at head of Ney Harbour. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia, as well as Salix. Much of the rest of the sparse ground cover taxa are represented by species of Poa, Festuca, Hierochloe, Eriophorum, Scirpus, Carex, Juncus, Luzula, Tofieldia, Oxyria, Polygonum, Stellaria, Cerastium, Sagina, Arenaria, Silene, Ranunculus, Cardamine, Draba, Papaver, Arabis, Saxifraga, Potentilla, Sibbaldia, Dryas, Epilobium, Armeria, Mertensia, Veronica, Pedicularis, Pinguicula, Campanula, and Erigeron."
9993,"Nelson Lake",46.2287,-85.380295,14933,50,5,"Spring fed lakeon the Niagara Escarpment  dammed by remnant beach. Surrounding vegetation: Acer saccharum, Fagus grandifolia, Betula allegheniensis, Ulmus americana, Tsuga canadensis, and Abies balsamea."
10002,"Lake Arthur",30.05034,-92.7095,14955,20,5,"Drowned river segment located close enough to the Gulf of Mexico to be influenced by salt water, thus properly defined as an estuary. Surrounding vegetation: Primarily cypress trees and rice fields. Forest composed of red maple, green ash, elm, sycamore, sugarberry, water oak, willow oak, sweetgum, willow, cypress, and tupelo."
10017,"Lake Louise",49.03265,-97.22993,14991,5,15,"Lake in palaeochannel of the Red River. Physiography: Red River valley floodplain. Surrounding vegetation: Quercus, Pinus, Picea, cultivated fields."
10020,"Round Pond",41.97078,-70.010335,14997,50,5,"Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium."
10021,"Deep Pond",41.739125,-69.992095,14999,50,15,"Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium."
10023,"Icehouse Pond",41.797995,-69.960575,15003,20,5,"Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium."
10026,"Jemima Pond",41.82961,-69.9847,15009,20,5,"Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium."
10028,"Sandy Hill Pond",41.689985,-70.36407,15020,20,5,"Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium."
10029,"Fresh Pond",41.59412,-70.532835,15022,20,5,"Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium."
10034,"Mud Lake",47.129415,-88.31698778,15032,20,20,"Mud Lake occupies a shallow depression on the eastern side of teh Keweenaw Peninusla in Upper Michigan. Surrounding vegetation: Pinus strobus, Picea mariana, Picea glauca, Acer saccharum, Betula papyrifera, and Betula alleghaniensis. Myrica gale and Alnus rugosa are common around the lake border. Abundant aquatic plants (Pontedaria cordata, Potamogeton, Nymphaea odorata, Carex) inhabit shallower areas of the lake."
10036,"Lily Lake",47.911995,-89.0908,15035,50,15,"Kettle lakel. Surrounding vegetation: Forest dominated by Betula alleghaniensis, with Acer saccharum, Pinus strobus, Thuja occidentalis, and occasional Quercus rubra."
10058,"Iztapa",13.95190833,-90.65973611,15099,5,20,"Red mangrove (Rhizophora) wetland on the central Pacific coastal plain."
10061,"Lake Emma",37.902105,-107.61537,15106,50,15,"Glacial tarn in a south-facing cirque at the head of Eureka Gulch near the headwaterso of the Animas River. On 4 June 1978, it was suddenly and completely drained by the collapse of underground mine workings. Site is above timberline in alpine tundra."
10074,"Jones Lake",49.450245,-99.289145,15138,50,20,"Lake is located on stagnation moraine at the southern margin of the aspen parkland near the border with the tall-grass prairie."
10075,"Mallard Pond",51.287795,-101.32475,15140,50,20,"Located on stagnation moraine near the edge of the boreal forest."
10080,"Wendel site",46.433115,-98.28941,15153,20,20,"Ephemeral lake situated in the Twin Lakes channel at the northern end of a partly drained lake bed within a palimpsest meltwater channel situated on the Glaciated Till Plain. Natural vegetation: mixed grass prairie. Heavily agricultural today."
10083,"Code Lake",67.15792,-151.859995,15157,50,5,"Physiography: Foothills of the southcentral Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus."
10091,"Elk Lake",47.18919,-95.21787,15219,5,15,"Kettle lake located in the Itasca moraine. Surrounding vegetation: Mixed coniferous-deciduous forest and the secondary forest that developed after selective logging of white pine."
10091,"Elk Lake",47.18919,-95.21787,15269,5,15,"Kettle lake located in the Itasca moraine. Surrounding vegetation: Mixed coniferous-deciduous forest and the secondary forest that developed after selective logging of white pine."
10094,"Last Chance Lake",67.12406,-150.745125,15175,5,20,"Physiography: Foothills of the southcentral Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus."
10100,"Ruppert Lake",67.07084,-154.244985,15185,50,10,"Kettle lake on a terminal moraine. Physiography: Foothills of the south central Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus."
10101,"Wild Tussock Lake",67.12648,-151.383615,15187,50,5,"Physiography: Foothills of the south central Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus."
10105,"Laguna Pompal",18.376145,-94.95557,15197,20,15,"Small spring-fed lake on the western flank of Volcan Santa Marta. Surrounding vegetation: Bombax ellipticum, Brosimum alicastrum, Bursera simaruba, Cordia alliodora, Ficus spp, and Ilex condensata."
10112,"Chesapeake Bay (PTMC3-2)",38.02666667,-76.21972222,15211,50,15,"Mainstem of the Chesapeake Bay. Physiography: Atlantic Coastal Plain."
10128,"Cowles Bog",41.6355,-87.0945,15242,20,15,"Bog occupying a flat poorly drained portion of the Calumet Lake Plain, bordered by a belt of dunes. Surrounding vegetation: Hardwood swamp with Acer rubrum, Betula lutea, Rhus vernix, Sassafras albidum, Salix sp., Lindera benzoin, Parthenocissus quinquefolia, Pilea pumila, Onoclea sensibilis, and Osmunda cinnamomea."
10129,"Pinhook Bog",41.61499,-86.84671,15244,20,20,"Bog occupies a depression in an area of kame and kettle topography on the Valparaiso moraine. Surrounding vegetation: Oak-dominated woodland and agricultural land. Prior to European settlement, the vegetation is assumed to have been oak-hickory forest and prairie."
10132,"Ozawindib Lake",47.22823,-95.27284,15252,20,20,"Kettle lake with complex morphometry on the Itasca Moraine. Surrounding vegetation: Populus-Betula and northern hardwoods. Prior to logging beginning in 1905, Pinus dominated the catchment."
10142,"LaSalle Lake",47.33732,-95.16525,15270,5,20,"Deep lake in a tunnel valley. Vegetation: Pine-northern hardwoods forest."
10150,"Winton Bay Lake",63.39013889,-64.68069444,15282,50,10,"Well mixed tidal fjord.  Vegetation: Low arctic tundra. Fern and horsetail species.  Low and sparse vegetation."
10156,"Long Lake",44.988845,-93.556405,15294,50,20,"kettle lake on rolling stagnation moraine. Native vegetation was the 'Big Woods' dominated by Ulums, Acer saccharum, Tilia americana, and Quercus. Today the area lies in the town of Orono, western suburb of Minneapolis."
10160,"Emrick Lake",43.800155,-89.59428,15302,20,5,"Kettle hole formed within a recessional moraine. Surrounding vegetation: Quercus dominated mixed forest with Pinus in high abundance. Other trees include Betula, Tsuga, Larix, Ulmus, and Acer. Herbaceous species include Artemisia, Poaceae, and Asteraceae."
10169,"Wolsfeld Woods Marsh",45.00373,-93.574555,15318,50,20,"Small fen covered with a dense stand of Carex utriculata. Two sphagnum hummucks each supportiing a tree of Larx laricina occur near the cneter of the fen. Fen lies in a remnant of the 'Big Woods' dominated by Acer saccharum, Ostrya virginiana, Tilia americana, Quercus rubra, and Q. alba. At the time of sampling Ulums americana was rappidly succumbing to Dutch Elm Disease. Physiography: rolling stagnation moraine."
10191,"Stewart Bog",35.832,-105.722,15356,50,10,"Alpine bog within a suite of moraines. Surrounding vegetation: Subalpine coniferous forest with Picea engelmannii, Abies lasiocarpa, Pinus aristata, P. menziesii, P. strobiformis, Populus tremuloides, and Juniperus communis."
10192,"Spillway Pond",56.239975,-130.068815,15359,50,5,"Spillway Pond is a moraine dammed lake. Surrounding vegetation is a mature forest of mountain hemlock and subalpine fir with a dense understorey of tall shrubs, including Alnus viridis, Salix, Sorbus, and Vaccinium. Meadow species (Lupinus arcticus, Valeriana sitchensis, Veratrum viride, Senecio triangularis) are common at the edges of the pone, while pioneering plants (willow, alder, grasses, sedges, and willow-herb) are dominant on nearby well drained sites."
10197,"Ridge and Slough (02-05-20-13)",26.102,-80.7375,15371,50,15,"A slough site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Nymphaea and Utricularia interspersed with tree islands. Also present are Eleocharis, Bacopa, Panicum, and Nymphoides."
